specification_id;kv2;supplier;type_cost
5158;KV2000000124;FedEx Supply Chain;50.0
5159;KV2000000125;Lineage Logistics;0.0
5160;KV2000000126;DHL Supply Chain;400.99
5161;KV2000000127;GXO Logistics;0.0
5162;KV2000000128;DHL Supply Chain;300.99
5163;KV2000000129;Lineage Logistics;150.0
5164;KV2000000130;FedEx Supply Chain;150.99
5165;KV2000000131;FedEx Supply Chain;150.99
5166;KV2000000132;Ryder Supply Chain Solutions;350.99
5167;KV2000000133;Kenco Logistic Services LLC;200.99
5168;KV2000000134;FedEx Supply Chain;350.0
5169;KV2000000135;Kenco Logistic Services LLC;300.0
5170;KV2000000136;GXO Logistics;0.0
5171;KV2000000137;Americold;350.0
5172;KV2000000138;GXO Logistics;300.99
5173;KV2000000139;GXO Logistics;250.0
5174;KV2000000140;Ryder Supply Chain Solutions;0.0
5175;KV2000000141;FedEx Supply Chain;150.99
5176;KV2000000142;EODIS North America;250.99
5177;KV2000000143;Americold;0.0
5178;KV2000000144;FedEx Supply Chain;200.0
5179;KV2000000145;DHL Supply Chain;250.99
5180;KV2000000146;DHL Supply Chain;450.0
5181;KV2000000147;Kenco Logistic Services LLC;200.0
5182;KV2000000148;FedEx Supply Chain;300.0
5001;KV2000000149;Ryder Supply Chain Solutions;450.0
5002;KV2000000150;Kenco Logistic Services LLC;350.0
5003;KV2000000151;Americold;150.0
5004;KV2000000152;Americold;350.0
5005;KV2000000153;DHL Supply Chain;100.0
5006;KV2000000154;GXO Logistics;400.0
5007;KV2000000155;Americold;250.0
5008;KV2000000156;Lineage Logistics;300.99
5009;KV2000000157;Lineage Logistics;400.99
5010;KV2000000158;FedEx Supply Chain;300.0
5011;KV2000000159;Lineage Logistics;0.0
5012;KV2000000160;Kenco Logistic Services LLC;350.99
5013;KV2000000161;FedEx Supply Chain;100.0
5014;KV2000000162;Americold;150.99
5015;KV2000000163;Ryder Supply Chain Solutions;200.0
5016;KV2000000164;Ryder Supply Chain Solutions;150.0
5017;KV2000000165;Ryder Supply Chain Solutions;350.99
5018;KV2000000166;Ryder Supply Chain Solutions;100.99
5019;KV2000000167;Kenco Logistic Services LLC;50.0
5020;KV2000000168;Ryder Supply Chain Solutions;300.99
5021;KV2000000169;DHL Supply Chain;250.99
5022;KV2000000170;DHL Supply Chain;250.99
5023;KV2000000171;Ryder Supply Chain Solutions;0.0
5024;KV2000000172;GXO Logistics;300.0
5025;KV2000000173;Lineage Logistics;450.99
5026;KV2000000174;FedEx Supply Chain;200.99
5027;KV2000000175;Kenco Logistic Services LLC;200.99
5028;KV2000000176;Kenco Logistic Services LLC;200.0
5029;KV2000000177;DHL Supply Chain;50.0
5030;KV2000000178;Americold;200.0
5031;KV2000000179;EODIS North America;400.0
5032;KV2000000180;Lineage Logistics;150.99
5033;KV2000000181;Ryder Supply Chain Solutions;50.0
5034;KV2000000182;FedEx Supply Chain;150.0
6071;KV2000000183;DHL Supply Chain;300.0
6072;KV2000000184;GXO Logistics;300.99
6073;KV2000000185;GXO Logistics;200.0
6074;KV2000000186;FedEx Supply Chain;100.0
6075;KV2000000187;Lineage Logistics;350.99
6076;KV2000000188;Kenco Logistic Services LLC;50.0
6077;KV2000000189;GXO Logistics;0.0
6078;KV2000000190;Ryder Supply Chain Solutions;300.99
6079;KV2000000191;EODIS North America;200.0
6080;KV2000000192;Ryder Supply Chain Solutions;100.99
6081;KV2000000193;FedEx Supply Chain;300.99
6082;KV2000000194;GXO Logistics;400.99
6083;KV2000000195;Ryder Supply Chain Solutions;450.99
6084;KV2000000196;Ryder Supply Chain Solutions;300.99
6085;KV2000000197;DHL Supply Chain;450.99
6086;KV2000000198;EODIS North America;100.0
6087;KV2000000199;DHL Supply Chain;0.0
6088;KV2000000200;FedEx Supply Chain;400.99
6089;KV2000000201;DHL Supply Chain;200.99
6090;KV2000000202;Kenco Logistic Services LLC;350.99
6091;KV2000000203;Americold;450.99
6092;KV2000000204;Ryder Supply Chain Solutions;300.99
6093;KV2000000205;FedEx Supply Chain;200.99
6094;KV2000000206;FedEx Supply Chain;250.99
6095;KV2000000207;FedEx Supply Chain;350.0
6096;KV2000000208;EODIS North America;300.99
6097;KV2000000209;Americold;100.0
6098;KV2000000210;Lineage Logistics;100.0
6099;KV2000000211;Lineage Logistics;0.99
6100;KV2000000212;Americold;250.0
6101;KV2000000213;Lineage Logistics;200.0
6102;KV2000000214;Lineage Logistics;200.0
6103;KV2000000215;DHL Supply Chain;100.99
6104;KV2000000216;Kenco Logistic Services LLC;300.99
6105;KV2000000217;Lineage Logistics;250.99
6106;KV2000000218;Kenco Logistic Services LLC;200.99
6107;KV2000000219;Lineage Logistics;200.0
6108;KV2000000220;Lineage Logistics;0.99
6109;KV2000000221;Lineage Logistics;300.0
6110;KV2000000222;Lineage Logistics;250.99
6111;KV2000000223;FedEx Supply Chain;50.0
6112;KV2000000224;Ryder Supply Chain Solutions;450.99
6113;KV2000000225;EODIS North America;300.0
6114;KV2000000226;DHL Supply Chain;50.0
6115;KV2000000227;Ryder Supply Chain Solutions;400.99
6116;KV2000000228;EODIS North America;300.99
6117;KV2000000229;GXO Logistics;200.99
6118;KV2000000230;Ryder Supply Chain Solutions;300.99
6119;KV2000000231;EODIS North America;250.0
6120;KV2000000232;Ryder Supply Chain Solutions;150.99
6121;KV2000000233;Ryder Supply Chain Solutions;200.99
6122;KV2000000234;Americold;100.0
6123;KV2000000235;Kenco Logistic Services LLC;0.99
6124;KV2000000236;GXO Logistics;250.99
6125;KV2000000237;Americold;250.99
6126;KV2000000238;GXO Logistics;0.0
6127;KV2000000239;GXO Logistics;300.99
6128;KV2000000240;Lineage Logistics;100.99
6129;KV2000000241;FedEx Supply Chain;50.0
6130;KV2000000242;GXO Logistics;200.99
6131;KV2000000243;Americold;50.0
6132;KV2000000244;Americold;350.99
6133;KV2000000245;FedEx Supply Chain;250.0
6134;KV2000000246;EODIS North America;350.99
6135;KV2000000247;Lineage Logistics;350.0
6136;KV2000000248;GXO Logistics;400.99
6137;KV2000000249;GXO Logistics;450.99
6138;KV2000000250;Americold;150.99
6139;KV2000000251;DHL Supply Chain;100.99
6140;KV2000000252;DHL Supply Chain;0.99
6141;KV2000000253;FedEx Supply Chain;0.99
6142;KV2000000254;Kenco Logistic Services LLC;300.99
6143;KV2000000255;Ryder Supply Chain Solutions;400.0
6144;KV2000000256;DHL Supply Chain;200.99
6145;KV2000000257;FedEx Supply Chain;400.0
6146;KV2000000258;EODIS North America;350.99
6147;KV2000000259;DHL Supply Chain;300.99
6148;KV2000000260;Lineage Logistics;100.99
6149;KV2000000261;FedEx Supply Chain;150.99
6150;KV2000000262;Lineage Logistics;100.0
6151;KV2000000263;DHL Supply Chain;350.0
6152;KV2000000264;FedEx Supply Chain;350.0
6153;KV2000000265;Kenco Logistic Services LLC;250.99
6154;KV2000000266;GXO Logistics;150.99
6155;KV2000000267;DHL Supply Chain;350.99
6156;KV2000000268;FedEx Supply Chain;150.99
6157;KV2000000269;DHL Supply Chain;300.99
6158;KV2000000270;Americold;200.99
6159;KV2000000271;EODIS North America;450.0
6160;KV2000000272;GXO Logistics;400.99
6161;KV2000000273;FedEx Supply Chain;0.99
6162;KV2000000274;Lineage Logistics;300.0
6163;KV2000000275;DHL Supply Chain;250.0
6164;KV2000000276;GXO Logistics;50.0
6165;KV2000000277;Americold;50.99
6166;KV2000000278;Kenco Logistic Services LLC;350.99
6167;KV2000000279;Lineage Logistics;200.99
6168;KV2000000280;EODIS North America;350.0
6169;KV2000000281;FedEx Supply Chain;300.99
6170;KV2000000282;DHL Supply Chain;350.99
6171;KV2000000283;Lineage Logistics;450.0
6172;KV2000000284;Lineage Logistics;0.0
6173;KV2000000285;DHL Supply Chain;150.0
6174;KV2000000286;Ryder Supply Chain Solutions;250.99
6175;KV2000000287;FedEx Supply Chain;300.0
6176;KV2000000288;Lineage Logistics;200.99
6177;KV2000000289;Kenco Logistic Services LLC;200.0
6178;KV2000000290;DHL Supply Chain;450.0
6179;KV2000000291;EODIS North America;300.0
6180;KV2000000292;Ryder Supply Chain Solutions;450.99
6181;KV2000000293;DHL Supply Chain;0.0
6182;KV2000000294;Kenco Logistic Services LLC;250.99
6183;KV2000000295;DHL Supply Chain;250.99
6184;KV2000000296;DHL Supply Chain;100.0
6185;KV2000000297;EODIS North America;350.0
6186;KV2000000298;EODIS North America;350.0
6187;KV2000000299;DHL Supply Chain;300.99
6188;KV2000000300;Ryder Supply Chain Solutions;50.0
6189;KV2000000301;Kenco Logistic Services LLC;50.99
6190;KV2000000302;DHL Supply Chain;200.0
6191;KV2000000303;FedEx Supply Chain;200.0
6192;KV2000000304;EODIS North America;200.99
6193;KV2000000305;Lineage Logistics;350.0
6194;KV2000000306;FedEx Supply Chain;450.99
6195;KV2000000307;EODIS North America;50.99
6196;KV2000000308;Ryder Supply Chain Solutions;200.0
6197;KV2000000309;Kenco Logistic Services LLC;300.0
6198;KV2000000310;GXO Logistics;100.0
6199;KV2000000311;GXO Logistics;350.99
6200;KV2000000312;EODIS North America;450.99
6201;KV2000000313;EODIS North America;0.99
6202;KV2000000314;DHL Supply Chain;200.99
6203;KV2000000315;FedEx Supply Chain;250.99
6204;KV2000000316;Americold;0.99
6205;KV2000000317;Americold;50.99
6206;KV2000000318;Kenco Logistic Services LLC;100.0
6207;KV2000000319;Kenco Logistic Services LLC;200.99
6208;KV2000000320;GXO Logistics;400.99
6209;KV2000000321;Lineage Logistics;100.99
6210;KV2000000322;Lineage Logistics;400.0
6211;KV2000000323;DHL Supply Chain;450.0
6212;KV2000000324;GXO Logistics;400.99
6213;KV2000000325;FedEx Supply Chain;150.99
6214;KV2000000326;GXO Logistics;250.99
6215;KV2000000327;Ryder Supply Chain Solutions;400.99
6216;KV2000000328;Lineage Logistics;300.99
6217;KV2000000329;Kenco Logistic Services LLC;0.0
6218;KV2000000330;FedEx Supply Chain;100.99
6219;KV2000000331;GXO Logistics;300.99
6220;KV2000000332;Ryder Supply Chain Solutions;400.0
6221;KV2000000333;FedEx Supply Chain;100.99
6222;KV2000000334;DHL Supply Chain;350.0
6223;KV2000000335;DHL Supply Chain;250.0
6224;KV2000000336;DHL Supply Chain;450.99
6225;KV2000000337;Lineage Logistics;50.0
6226;KV2000000338;Kenco Logistic Services LLC;100.0
6227;KV2000000339;Ryder Supply Chain Solutions;300.0
6228;KV2000000340;FedEx Supply Chain;300.0
6229;KV2000000341;EODIS North America;100.99
6230;KV2000000342;DHL Supply Chain;50.99
6231;KV2000000343;Lineage Logistics;100.99
6232;KV2000000344;EODIS North America;0.99
6233;KV2000000345;Americold;100.0
6234;KV2000000346;GXO Logistics;100.99
6235;KV2000000347;Americold;0.99
6236;KV2000000348;DHL Supply Chain;0.99
6237;KV2000000349;Kenco Logistic Services LLC;300.99
6238;KV2000000350;Ryder Supply Chain Solutions;450.99
6239;KV2000000351;Kenco Logistic Services LLC;150.0
6240;KV2000000352;Americold;300.0
6241;KV2000000353;DHL Supply Chain;450.0
6242;KV2000000354;DHL Supply Chain;200.0
6243;KV2000000355;GXO Logistics;300.0
6244;KV2000000356;FedEx Supply Chain;350.0
6245;KV2000000357;Kenco Logistic Services LLC;150.0
6246;KV2000000358;FedEx Supply Chain;300.0
6247;KV2000000359;EODIS North America;200.0
6248;KV2000000360;DHL Supply Chain;250.0
6249;KV2000000361;DHL Supply Chain;150.99
6250;KV2000000362;Kenco Logistic Services LLC;300.0
6251;KV2000000363;GXO Logistics;300.0
6252;KV2000000364;FedEx Supply Chain;150.0
6253;KV2000000365;FedEx Supply Chain;150.99
6254;KV2000000366;Ryder Supply Chain Solutions;300.99
6255;KV2000000367;FedEx Supply Chain;450.99
6256;KV2000000368;EODIS North America;100.99
6257;KV2000000369;EODIS North America;350.99
6258;KV2000000370;Americold;200.0
6259;KV2000000371;Lineage Logistics;400.0
6260;KV2000000372;FedEx Supply Chain;50.0
6261;KV2000000373;GXO Logistics;150.99
6262;KV2000000374;Americold;150.99
6263;KV2000000375;Americold;450.99
6264;KV2000000376;EODIS North America;150.99
6265;KV2000000377;GXO Logistics;400.99
6266;KV2000000378;GXO Logistics;300.0
6267;KV2000000379;Lineage Logistics;200.0
6268;KV2000000380;Kenco Logistic Services LLC;400.99
6269;KV2000000381;DHL Supply Chain;0.99
6270;KV2000000382;Lineage Logistics;100.99
6271;KV2000000383;DHL Supply Chain;200.99
6272;KV2000000384;Ryder Supply Chain Solutions;300.0
6273;KV2000000385;DHL Supply Chain;300.0
6274;KV2000000386;Kenco Logistic Services LLC;450.99
6275;KV2000000387;FedEx Supply Chain;0.0
6276;KV2000000388;FedEx Supply Chain;200.0
6277;KV2000000389;EODIS North America;150.0
6278;KV2000000390;EODIS North America;250.99
6279;KV2000000391;Americold;400.0
6280;KV2000000392;DHL Supply Chain;450.99
6281;KV2000000393;Americold;250.99
6282;KV2000000394;Ryder Supply Chain Solutions;400.0
6283;KV2000000395;Lineage Logistics;450.0
6284;KV2000000396;Kenco Logistic Services LLC;150.0
6285;KV2000000397;EODIS North America;300.99
6286;KV2000000398;Americold;100.99
6287;KV2000000399;FedEx Supply Chain;250.99
6288;KV2000000400;Kenco Logistic Services LLC;150.0
6289;KV2000000401;EODIS North America;350.99
6290;KV2000000402;Americold;200.99
6291;KV2000000403;EODIS North America;150.0
6292;KV2000000404;GXO Logistics;100.99
6293;KV2000000405;GXO Logistics;400.0
6294;KV2000000406;GXO Logistics;200.0
6295;KV2000000407;GXO Logistics;450.99
6296;KV2000000408;Lineage Logistics;50.99
6297;KV2000000409;Ryder Supply Chain Solutions;100.99
6298;KV2000000410;Lineage Logistics;150.0
6299;KV2000000411;FedEx Supply Chain;350.99
6300;KV2000000412;DHL Supply Chain;50.0
6301;KV2000000413;GXO Logistics;250.0
6302;KV2000000414;GXO Logistics;150.99
6303;KV2000000415;Americold;400.99
6304;KV2000000416;Americold;100.99
6305;KV2000000417;EODIS North America;0.0
6306;KV2000000418;GXO Logistics;0.99
6307;KV2000000419;FedEx Supply Chain;250.99
6308;KV2000000420;GXO Logistics;100.99
6309;KV2000000421;GXO Logistics;250.0
6310;KV2000000422;DHL Supply Chain;350.0
6311;KV2000000423;Lineage Logistics;350.99
6312;KV2000000424;FedEx Supply Chain;400.0
6313;KV2000000425;Lineage Logistics;150.0
6314;KV2000000426;Ryder Supply Chain Solutions;200.0
6315;KV2000000427;Ryder Supply Chain Solutions;350.99
6316;KV2000000428;DHL Supply Chain;50.99
6317;KV2000000429;Lineage Logistics;0.99
6318;KV2000000430;FedEx Supply Chain;350.0
6319;KV2000000431;Lineage Logistics;350.0
6320;KV2000000432;GXO Logistics;50.0
6321;KV2000000433;GXO Logistics;100.99
6322;KV2000000434;EODIS North America;400.99
6323;KV2000000435;Americold;100.0
6324;KV2000000436;Ryder Supply Chain Solutions;350.0
6325;KV2000000437;Kenco Logistic Services LLC;450.0
6326;KV2000000438;Americold;400.0
6327;KV2000000439;DHL Supply Chain;150.99
6328;KV2000000440;Ryder Supply Chain Solutions;200.0
6329;KV2000000441;Americold;100.99
6330;KV2000000442;FedEx Supply Chain;400.0
6331;KV2000000443;DHL Supply Chain;150.0
6332;KV2000000444;Ryder Supply Chain Solutions;350.0
6333;KV2000000445;FedEx Supply Chain;450.99
6334;KV2000000446;GXO Logistics;400.0
6335;KV2000000447;Ryder Supply Chain Solutions;100.0
6336;KV2000000448;FedEx Supply Chain;450.0
6337;KV2000000449;DHL Supply Chain;50.0
6338;KV2000000450;Lineage Logistics;400.0
6339;KV2000000451;Americold;350.99
6340;KV2000000452;GXO Logistics;200.99
6341;KV2000000453;Ryder Supply Chain Solutions;0.0
6342;KV2000000454;DHL Supply Chain;150.0
6343;KV2000000455;FedEx Supply Chain;250.99
6344;KV2000000456;EODIS North America;200.0
6345;KV2000000457;EODIS North America;200.99
6346;KV2000000458;GXO Logistics;450.0
6347;KV2000000459;Ryder Supply Chain Solutions;400.99
6348;KV2000000460;Ryder Supply Chain Solutions;200.99
6349;KV2000000461;Ryder Supply Chain Solutions;0.99
6350;KV2000000462;GXO Logistics;300.99
6351;KV2000000463;DHL Supply Chain;50.99
6352;KV2000000464;Americold;200.99
6353;KV2000000465;EODIS North America;450.0
6354;KV2000000466;Americold;200.0
6355;KV2000000467;Ryder Supply Chain Solutions;100.99
6356;KV2000000468;GXO Logistics;50.99
6357;KV2000000469;Kenco Logistic Services LLC;350.99
6358;KV2000000470;Ryder Supply Chain Solutions;350.0
6359;KV2000000471;Americold;250.0
6360;KV2000000472;Americold;0.99
6361;KV2000000473;GXO Logistics;350.0
6362;KV2000000474;Americold;200.99
6363;KV2000000475;Lineage Logistics;300.0
6364;KV2000000476;EODIS North America;400.0
6365;KV2000000477;Kenco Logistic Services LLC;300.99
6366;KV2000000478;Kenco Logistic Services LLC;200.99
5183;KV2000000479;GXO Logistics;100.99
5184;KV2000000480;Kenco Logistic Services LLC;250.99
5185;KV2000000481;DHL Supply Chain;250.0
5186;KV2000000482;Lineage Logistics;100.0
5187;KV2000000483;FedEx Supply Chain;300.0
5188;KV2000000484;Kenco Logistic Services LLC;300.99
5189;KV2000000485;EODIS North America;250.99
5190;KV2000000486;Ryder Supply Chain Solutions;350.99
5191;KV2000000487;FedEx Supply Chain;0.0
5192;KV2000000488;GXO Logistics;100.99
5193;KV2000000489;DHL Supply Chain;100.99
5194;KV2000000490;Americold;0.0
5195;KV2000000491;Lineage Logistics;200.0
5196;KV2000000492;DHL Supply Chain;450.99
5197;KV2000000493;GXO Logistics;250.99
5198;KV2000000494;Kenco Logistic Services LLC;100.0
5199;KV2000000495;Lineage Logistics;350.99
5200;KV2000000496;FedEx Supply Chain;200.0
5201;KV2000000497;FedEx Supply Chain;400.0
5202;KV2000000498;Ryder Supply Chain Solutions;150.99
5203;KV2000000499;Americold;250.0
5204;KV2000000500;FedEx Supply Chain;300.99
5205;KV2000000501;EODIS North America;0.99
5206;KV2000000502;DHL Supply Chain;300.99
5207;KV2000000503;FedEx Supply Chain;300.99
5208;KV2000000504;EODIS North America;0.99
5209;KV2000000505;Americold;250.0
5210;KV2000000506;Kenco Logistic Services LLC;100.0
5211;KV2000000507;Americold;450.0
5212;KV2000000508;Kenco Logistic Services LLC;350.99
5213;KV2000000509;EODIS North America;350.0
5214;KV2000000510;GXO Logistics;0.0
5215;KV2000000511;FedEx Supply Chain;300.0
5216;KV2000000512;Kenco Logistic Services LLC;100.0
5217;KV2000000513;Kenco Logistic Services LLC;150.0
5218;KV2000000514;Kenco Logistic Services LLC;100.0
5219;KV2000000515;EODIS North America;250.0
5220;KV2000000516;Ryder Supply Chain Solutions;250.0
5221;KV2000000517;FedEx Supply Chain;0.99
5222;KV2000000518;Ryder Supply Chain Solutions;100.0
5223;KV2000000519;Kenco Logistic Services LLC;100.0
5224;KV2000000520;GXO Logistics;150.99
5225;KV2000000521;Ryder Supply Chain Solutions;50.0
5226;KV2000000522;Lineage Logistics;450.0
5227;KV2000000523;Kenco Logistic Services LLC;150.0
5228;KV2000000524;Americold;200.0
5229;KV2000000525;FedEx Supply Chain;350.0
5230;KV2000000526;Kenco Logistic Services LLC;250.99
5231;KV2000000527;Ryder Supply Chain Solutions;200.99
5232;KV2000000528;Ryder Supply Chain Solutions;400.0
5233;KV2000000529;Kenco Logistic Services LLC;250.0
5234;KV2000000530;EODIS North America;250.0
5235;KV2000000531;Lineage Logistics;200.0
5236;KV2000000532;GXO Logistics;300.0
5237;KV2000000533;GXO Logistics;0.0
5238;KV2000000534;Ryder Supply Chain Solutions;100.0
5239;KV2000000535;DHL Supply Chain;350.0
5240;KV2000000536;DHL Supply Chain;450.99
5241;KV2000000537;EODIS North America;150.0
5242;KV2000000538;GXO Logistics;450.0
5243;KV2000000539;Americold;450.99
5244;KV2000000540;DHL Supply Chain;150.99
5245;KV2000000541;DHL Supply Chain;250.0
5246;KV2000000542;Ryder Supply Chain Solutions;400.0
5247;KV2000000543;DHL Supply Chain;300.0
5248;KV2000000544;Kenco Logistic Services LLC;300.0
5249;KV2000000545;Kenco Logistic Services LLC;50.99
5250;KV2000000546;EODIS North America;150.99
5251;KV2000000547;Americold;0.0
5252;KV2000000548;FedEx Supply Chain;100.99
5253;KV2000000549;Kenco Logistic Services LLC;400.0
5254;KV2000000550;Ryder Supply Chain Solutions;450.0
5255;KV2000000551;Lineage Logistics;0.0
5256;KV2000000552;EODIS North America;50.99
5257;KV2000000553;FedEx Supply Chain;350.99
5258;KV2000000554;DHL Supply Chain;150.99
5259;KV2000000555;Ryder Supply Chain Solutions;200.0
5260;KV2000000556;DHL Supply Chain;150.0
5261;KV2000000557;GXO Logistics;400.99
5262;KV2000000558;FedEx Supply Chain;0.99
5263;KV2000000559;EODIS North America;300.0
5264;KV2000000560;Lineage Logistics;100.99
5265;KV2000000561;EODIS North America;150.99
5266;KV2000000562;DHL Supply Chain;300.0
5267;KV2000000563;GXO Logistics;350.0
5268;KV2000000564;GXO Logistics;450.0
5269;KV2000000565;Americold;350.0
5270;KV2000000566;EODIS North America;150.0
5271;KV2000000567;DHL Supply Chain;200.0
5272;KV2000000568;FedEx Supply Chain;50.0
5273;KV2000000569;DHL Supply Chain;450.99
5274;KV2000000570;Americold;350.0
5275;KV2000000571;Kenco Logistic Services LLC;250.99
5276;KV2000000572;Ryder Supply Chain Solutions;400.99
5277;KV2000000573;Ryder Supply Chain Solutions;250.99
5278;KV2000000574;DHL Supply Chain;400.99
5279;KV2000000575;FedEx Supply Chain;150.99
5280;KV2000000576;GXO Logistics;0.0
5281;KV2000000577;EODIS North America;50.99
5282;KV2000000578;Ryder Supply Chain Solutions;250.99
5283;KV2000000579;GXO Logistics;250.0
5284;KV2000000580;GXO Logistics;150.0
5285;KV2000000581;Americold;200.0
5286;KV2000000582;FedEx Supply Chain;200.99
5287;KV2000000583;EODIS North America;250.0
5288;KV2000000584;EODIS North America;250.99
5289;KV2000000585;EODIS North America;150.99
5290;KV2000000586;FedEx Supply Chain;100.99
